battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1579,0,1,1,4,0,40,0.9,118,6,6,495,1982,1855,12,4,7,1,1,1,1
1838,1,0.6,0,10,1,33,0.2,93,2,9,357,752,2660,8,6,4,1,1,0,2
1806,0,2.9,0,15,1,53,0.9,84,6,14,706,1659,2334,18,1,10,1,1,0,3
1093,1,0.8,0,14,0,51,0.3,112,1,8,1436,930,497,12,17,3,1,0,0,0
1938,1,1.2,1,16,0,17,0.7,113,6,3,662,997,1126,16,5,3,1,0,1,1
1914,1,0.9,1,10,1,21,0.1,129,4,2,433,1781,1349,18,15,3,1,0,1,2
1496,1,2.1,0,10,0,61,0.2,186,2,7,656,1133,2840,6,16,16,0,1,1,3
676,0,0.8,1,13,1,26,1,144,4,15,552,584,1892,14,12,19,1,0,1,0
1540,0,1.4,1,13,1,23,0.8,193,3,8,38,1013,2068,7,8,11,1,0,1,1
735,1,2,1,6,0,9,0.3,188,3,13,155,1653,1552,7,14,17,0,1,0,2
1681,0,0.5,1,9,1,42,0.9,81,5,1,571,927,3198,5,4,10,1,0,0,3
1506,1,1.7,1,9,1,21,0.7,126,7,11,679,1451,699,11,13,17,1,0,0,0
1860,1,2.3,0,5,1,21,0.2,136,6,6,1668,669,2489,16,6,4,1,0,0,1
616,0,2.5,1,15,1,22,0.3,137,7,1,916,1204,1390,5,9,12,1,1,0,2
722,0,1.2,1,8,0,27,0.9,146,6,5,980,1010,3161,18,6,7,1,0,1,3
1517,0,1.8,0,0,1,30,1,159,4,13,1091,1515,306,6,2,14,1,0,0,0
926,0,2.8,0,14,0,9,0.9,161,5,16,844,1586,859,10,0,18,1,0,1,1
1043,1,2.5,1,8,1,16,0.4,134,1,16,1840,751,3604,9,1,14,1,0,0,2
717,1,1,0,5,0,40,0.5,150,1,14,324,972,2992,17,16,10,1,1,1,3
874,1,0.9,1,1,0,27,0.9,102,5,17,674,1591,686,8,5,15,1,1,0,0
690,1,0.7,0,2,1,60,0.2,112,1,7,1695,1078,1218,15,8,8,1,1,0,1
1061,1,2.1,0,7,0,8,0.2,144,2,2,1716,937,2856,7,13,12,0,0,0,2
960,0,1.4,0,15,0,13,0.2,113,3,3,802,1859,3899,15,17,15,1,1,1,3
1146,0,3,1,18,1,34,0.8,128,3,16,138,612,897,15,14,8,1,1,1,0
1424,1,1.4,1,5,0,11,0.4,194,5,6,1264,921,587,11,10,15,0,0,1,1
1171,0,2.5,0,5,1,62,0.5,102,2,10,91,1756,2749,11,8,19,1,0,0,2
1594,0,0.9,0,13,1,29,0.1,123,7,16,180,707,3659,10,10,11,1,0,0,3
777,1,2,0,5,1,55,0.1,105,6,16,1872,1537,968,7,17,4,1,1,1,0
622,0,1.7,0,0,0,51,0.5,132,3,8,1118,596,2026,13,13,17,0,0,0,1
1711,0,1.6,1,1,0,13,0.1,132,5,18,1729,1823,1211,11,3,7,0,1,0,2
1700,0,3,0,7,1,43,0.9,185,1,4,606,1967,3313,15,3,4,1,1,1,3
1713,1,0.8,1,5,1,34,0.5,115,2,10,255,695,859,13,2,14,1,0,0,0
1394,0,2.1,1,11,0,39,0.3,108,2,13,1435,1826,668,13,5,3,1,1,0,1
1704,1,1.2,0,16,0,40,0.1,174,3,10,897,1387,1799,8,6,3,1,0,1,2
1067,0,3,1,1,0,10,0.6,103,4,18,1763,1178,3135,14,15,9,1,1,0,3
596,0,1.3,0,10,1,14,0.3,183,2,12,18,1864,668,16,4,16,1,0,1,0
1116,1,1.7,0,0,1,59,0.2,84,7,9,170,1572,1822,17,8,3,1,0,0,1
1891,0,2.8,0,5,1,50,0.8,180,5,15,1014,1899,1944,17,10,9,1,1,1,2
1149,1,3,1,3,1,12,0.4,108,3,16,527,1791,3115,9,12,19,1,1,1,3
1366,0,1.2,0,9,1,17,0.2,89,5,16,1596,1204,612,7,10,10,1,1,1,0
754,0,1,0,14,0,8,0.9,145,6,8,584,845,2617,5,14,12,0,0,0,1
964,1,2.4,0,6,0,46,0.8,132,3,18,573,1664,3511,15,4,17,0,1,1,2
1951,0,0.8,1,12,0,17,0.1,118,1,2,1294,1438,2982,6,13,6,0,1,0,3
1287,1,2.8,0,2,1,13,0.7,142,5,16,825,770,1886,17,16,7,1,0,0,0
1357,0,2.3,1,0,0,63,0.9,84,4,1,1364,1968,2051,7,5,4,1,1,0,1
1412,1,2.6,1,3,1,33,0.3,169,1,17,678,810,2055,10,11,5,1,1,1,2
1677,0,2.2,1,1,0,14,0.8,175,6,11,721,1377,2540,16,4,7,0,0,1,3
1778,0,0.7,1,13,0,17,0.7,127,1,19,252,1273,1458,18,12,5,1,1,0,0
1236,0,0.9,0,8,0,28,0.7,176,2,18,31,556,2749,16,0,13,1,1,0,1
1212,1,1.2,1,5,0,41,0.4,89,7,6,816,1005,3478,17,12,2,0,0,1,2
1982,0,2.5,1,11,1,25,0.2,194,4,12,1579,1191,2780,8,6,5,1,1,0,3
654,1,2.9,0,10,1,42,0.6,179,2,10,76,744,953,17,11,12,1,0,1,0
1937,0,1.1,0,4,1,11,0.5,95,7,9,1099,1349,2348,17,11,7,1,1,0,1
1223,0,2.7,1,16,0,23,0.3,83,5,12,1368,1437,1679,8,8,19,1,1,1,2
1955,0,0.9,1,10,0,15,0.5,138,2,13,1743,1577,3190,16,5,16,0,0,1,3
1980,1,1.4,1,14,1,41,1,80,3,12,431,1436,544,10,2,10,1,1,0,0
1445,1,2.9,0,17,0,47,0.8,98,6,2,1090,1218,436,13,9,2,0,1,1,1
1161,0,1.2,0,6,1,49,0.6,135,4,13,430,1495,1706,7,3,6,1,1,0,2
1781,0,1.6,1,6,0,26,0.8,190,4,15,515,1975,3546,11,2,16,0,1,1,3
979,0,2.6,1,3,0,48,0.3,119,5,19,1024,893,1369,10,14,13,1,1,1,0
1760,1,1.1,0,16,1,38,0.5,82,3,8,1248,1041,623,7,13,17,1,1,0,1
1441,1,2.5,0,8,1,8,0.8,125,6,7,500,1537,2903,17,4,15,1,0,0,2
1399,0,2.2,1,0,1,25,0.2,173,5,0,1655,1202,2705,8,5,2,1,1,0,3
1393,0,0.7,0,6,0,22,0.5,92,6,17,1429,1725,515,9,16,14,1,1,1,0
1322,1,2,0,2,0,17,0.2,154,2,10,808,1569,1936,13,6,7,0,0,1,1
1583,0,1.9,0,2,1,29,0.8,82,2,9,1789,1843,2650,10,7,2,1,0,0,2
1810,0,1.4,1,17,0,15,0.6,114,4,12,1717,1313,2531,17,17,3,1,0,0,3
749,1,1.5,1,7,0,46,0.9,140,7,4,1212,846,1744,9,15,4,1,1,1,0
946,1,1.6,0,6,1,42,0.8,110,4,0,1680,1617,2548,12,15,15,1,1,0,1
988,1,2.6,1,9,1,31,0.3,135,3,19,492,1539,3663,17,14,14,1,1,0,2
1399,0,1.9,1,11,0,47,0.5,114,3,1,1066,1005,2300,17,12,19,1,0,1,3
1187,1,3,1,12,1,52,0.8,121,4,1,756,1435,1090,18,4,6,1,0,1,0
1948,0,1.3,1,16,0,11,0.7,140,5,6,1088,1023,1983,17,9,5,1,1,0,1
594,0,2.1,0,7,0,14,0.5,175,1,3,303,1954,3807,16,6,16,0,0,0,2
1588,0,2.7,1,10,0,52,0.7,97,4,3,546,698,2900,6,4,5,1,1,1,3
936,0,0.9,0,13,0,36,0.8,137,6,10,831,1311,593,16,12,10,0,1,1,0
1098,0,1.3,0,15,0,21,0.8,130,1,5,976,1302,2617,8,15,16,0,1,0,1
1186,0,1.1,1,5,0,29,0.4,124,5,1,731,1754,3736,8,15,13,0,1,0,2
1586,1,0.9,1,13,1,40,0.8,89,1,6,1637,875,2748,16,12,13,1,0,0,3
1991,0,1.9,0,6,1,15,0.4,198,7,15,421,1176,1553,6,1,2,1,0,0,0
1967,0,1.5,1,16,0,58,0.9,183,2,4,554,1153,1336,18,3,10,0,1,0,1
1899,1,2.4,1,9,1,39,0.2,119,4,16,397,1461,2653,10,15,16,1,0,1,2
1653,1,1.2,0,7,0,56,0.7,186,6,5,388,556,3728,12,7,9,0,0,1,3
1056,0,1.9,0,11,0,40,0.1,101,5,13,1489,1277,1342,13,14,19,0,1,0,0
1680,0,0.8,1,11,1,22,0.5,123,6,0,1281,572,1907,14,5,5,1,1,0,1
1392,0,2.2,0,13,1,44,0.5,182,2,15,324,1856,3244,5,15,17,1,1,0,2
1482,0,0.6,0,14,1,17,0.7,180,7,0,778,1752,2437,11,4,16,1,0,1,3
1975,1,1.8,1,18,0,40,0.7,170,1,11,847,695,1449,15,11,4,0,0,0,0
1979,0,1.5,0,4,0,50,0.2,151,3,6,272,567,2518,16,9,17,0,0,0,1
1194,1,2.3,1,13,1,36,0.5,165,2,8,1771,1871,2738,7,11,7,1,0,1,2
531,0,0.5,1,15,1,61,0.4,195,2,4,1908,1931,3835,7,4,3,1,0,0,3
1706,1,2.8,1,10,0,55,0.6,117,1,18,1811,1041,1733,8,8,10,0,1,0,0
698,1,1.7,1,6,1,9,0.8,135,5,5,586,1541,2735,18,6,6,1,1,0,1
1757,1,2,1,10,0,33,0.4,127,4,6,1128,1388,2046,9,9,3,1,0,0,2
971,0,2.3,0,13,0,56,0.3,125,5,5,1714,1451,3665,18,11,16,0,0,0,3
828,1,2.5,0,1,0,4,0.7,165,4,14,937,1573,1298,8,6,5,1,0,0,0
1431,1,2,1,9,1,25,0.3,106,1,17,1819,783,926,17,9,15,1,0,0,1
1692,1,1.1,1,5,0,17,0.7,156,3,13,1412,1058,1976,18,8,6,1,1,1,2
1097,1,2.9,1,6,0,17,0.2,109,3,17,1146,1393,3695,9,14,15,1,0,0,3
1380,1,0.5,0,3,1,22,0.3,181,2,5,1425,1088,1863,8,1,3,1,0,0,0
1392,0,2.9,1,12,1,14,0.6,164,5,3,455,1150,1091,17,0,16,1,0,1,1
1860,0,2.2,1,17,0,62,0.3,178,5,10,1799,1634,1730,5,3,19,0,1,1,2
1177,1,1.5,0,14,0,52,0.9,119,7,16,255,779,3053,16,12,19,1,1,1,3
598,1,2.8,0,15,1,5,0.1,121,3,19,1667,1754,495,5,1,16,1,0,0,0
944,1,1.5,1,0,0,31,0.6,164,7,11,673,1237,1867,17,1,2,0,0,1,1
1480,0,2.4,0,9,1,62,0.2,111,3,13,1761,1948,1559,6,16,11,1,0,1,2
1059,1,0.9,1,12,1,62,0.1,138,4,5,152,801,2824,6,17,6,1,1,0,3
1704,1,1.1,1,10,0,32,0.4,128,3,16,536,1678,1858,12,4,2,0,0,1,0
1240,1,1.1,1,13,0,32,0.1,168,6,16,316,924,1896,10,17,4,1,0,0,1
859,0,2.4,0,16,1,36,0.7,134,6,11,803,1731,2303,8,12,3,1,0,0,2
1784,0,0.6,0,12,0,26,0.2,114,6,14,488,1992,3171,5,16,15,0,0,0,3
1102,1,1.8,1,11,1,6,0.2,181,6,16,550,1812,1318,15,12,15,1,0,1,0
944,0,1.1,1,10,1,53,0.9,153,7,0,781,1303,778,16,17,16,1,1,1,1
798,0,2.8,0,0,1,26,0.4,162,7,3,991,692,2598,5,8,13,1,0,0,2
562,1,2.4,1,11,1,52,0.7,127,2,12,610,814,3677,11,13,5,1,1,1,3
1793,1,2.2,0,18,1,46,0.4,138,4,6,960,1690,772,13,15,9,1,1,1,0
1434,0,1.6,1,6,0,13,0.2,124,4,10,225,1032,2165,11,6,3,1,1,0,1
1961,0,0.7,0,14,1,54,0.5,163,3,19,612,1867,1522,6,13,17,1,0,0,2
1186,1,2.3,1,8,0,59,0.1,134,4,7,1222,711,2665,10,17,18,0,0,1,3
1353,1,1,0,16,0,45,0.1,156,6,15,1330,791,833,18,13,13,0,1,0,0
618,0,2.8,0,7,0,38,0.3,161,2,10,1320,883,2537,11,12,13,1,1,1,1
1455,0,3,1,6,0,42,0.9,196,5,18,566,1987,2557,14,2,12,1,0,1,2
1177,0,2,0,12,1,22,0.5,154,7,8,1788,892,3501,15,13,12,1,1,1,3
1370,0,2.9,0,11,1,43,0.6,128,1,5,42,708,1146,15,6,14,1,0,1,0
504,0,1.7,1,5,0,20,0.1,160,1,3,1479,870,1093,16,10,9,1,0,0,1
1886,1,1.1,1,4,0,58,0.5,129,6,12,993,1379,3131,15,3,5,0,0,1,2
1347,1,1.5,0,15,1,4,0.5,197,1,3,621,1872,3446,8,15,2,1,1,1,3
1125,1,1.5,0,3,1,12,0.8,86,7,13,1476,1960,1300,11,14,18,1,1,1,0
814,0,0.6,1,5,1,4,0.8,159,7,8,1005,1568,424,12,17,12,1,1,1,1
1427,0,3,0,2,1,39,0.8,185,5,5,670,787,2169,7,3,12,1,0,1,2
1355,1,0.9,1,16,1,45,0.3,145,5,0,1910,855,3923,5,3,19,1,1,0,3
716,0,2.1,0,12,0,22,0.8,102,6,1,766,1482,766,18,8,19,1,0,0,0
922,1,0.7,1,5,1,50,0.5,117,2,0,1500,1113,2707,5,14,19,1,0,0,1
1322,0,1.5,0,15,0,31,1,108,5,17,1708,1671,1647,7,11,10,0,0,0,2
1609,0,2.3,1,12,1,33,0.9,168,2,18,1399,1906,3101,18,7,3,1,0,0,3
1899,1,1.5,0,13,0,13,0.6,145,5,12,1206,1082,1525,13,14,18,1,0,1,0
1822,1,1.9,0,11,1,21,0.9,106,7,7,985,1744,2257,8,5,9,1,1,0,1
649,0,1.3,1,4,1,32,0.4,141,3,8,79,773,1323,9,16,11,1,1,0,2
1856,0,1,1,17,0,12,0.7,120,4,17,1208,1046,3300,17,16,2,1,1,1,3
1427,0,2.3,0,9,1,3,0.7,121,3,15,580,1755,525,9,2,7,1,0,0,0
1087,0,1.7,0,13,1,43,0.2,192,4,7,531,839,2593,12,8,13,1,0,0,1
905,1,1.6,1,1,1,3,0.1,87,5,6,1731,1532,1935,10,13,8,1,1,0,2
1493,1,0.5,0,16,0,50,0.8,89,1,8,1017,1861,2673,12,2,5,0,0,1,3
1394,0,0.9,1,6,1,63,0.7,170,5,19,1843,1879,727,10,8,15,1,1,1,0
1789,1,1.9,0,7,0,50,0.5,152,2,4,1634,750,1637,16,12,17,0,0,0,1
1323,1,1.8,0,15,0,24,0.8,130,2,14,1222,536,1720,16,15,13,1,0,0,2
1062,1,2.8,1,8,0,2,0.6,135,2,0,436,841,3302,10,1,19,0,0,0,3
930,0,1.6,0,1,0,56,0.6,141,3,9,611,1750,1030,13,5,7,0,0,1,0
764,1,2.6,1,2,1,26,0.9,192,6,6,621,1376,1656,8,2,4,1,1,0,1
817,0,2.1,0,3,1,53,0.7,157,2,0,141,1502,2998,6,3,11,1,0,1,2
1230,0,2.7,0,5,1,17,0.6,115,5,6,119,832,3171,14,7,15,1,1,1,3
1441,0,1.3,1,14,0,53,0.6,128,7,13,1555,1480,971,8,16,9,1,0,1,0
1437,0,1,1,1,0,62,1,105,4,1,1106,1378,861,18,10,2,1,0,0,1
1938,1,1.4,0,11,0,47,0.1,82,3,19,1711,1839,2466,16,4,7,0,1,1,2
1204,1,0.6,1,8,0,26,0.1,98,4,11,856,1026,2872,9,5,8,0,1,0,3
1238,1,1.8,1,14,0,2,0.2,117,3,17,1187,1363,1421,6,9,11,0,1,0,0
1376,1,0.5,1,6,0,42,0.5,144,3,7,1647,1188,1761,10,16,18,0,0,1,1
1273,1,1.2,0,5,1,38,0.9,158,6,0,266,683,2436,16,3,10,1,1,0,2
1781,1,2.6,0,2,0,43,0.3,124,2,14,810,1465,3055,14,6,16,1,0,0,3
1837,0,2,1,4,0,17,0.2,146,3,19,570,948,889,13,14,10,1,1,1,0
758,1,1.6,1,11,0,47,0.8,130,1,7,1176,1248,1259,5,15,14,0,1,0,1
562,1,1.5,1,0,0,46,0.8,111,1,18,1331,1271,3334,18,10,9,1,1,0,2
1611,0,2.4,0,14,0,56,0.8,127,3,14,658,1933,3199,8,1,16,1,0,1,3
1039,0,2,1,1,1,59,0.6,185,2,18,1269,1612,1424,9,3,14,1,1,1,0
773,0,2.8,0,2,0,63,0.8,144,2,7,1593,1280,2532,7,14,12,0,0,0,1
1542,1,1.4,0,4,0,57,0.3,197,3,1,125,1070,1200,7,16,4,0,1,1,2
1395,0,3,0,7,1,7,0.7,118,4,13,652,602,3937,14,3,6,1,1,1,3
1863,1,2.7,1,7,0,33,0.8,159,1,15,1726,1727,1833,17,9,13,0,0,1,0
1733,1,1,0,6,1,19,0.9,92,2,7,1880,642,2627,7,16,4,1,1,0,1
1572,1,2.1,0,16,1,36,0.9,121,2,4,984,949,2734,6,2,4,1,1,1,2
1090,1,1.7,1,14,1,59,0.8,187,5,14,1716,783,2755,10,5,15,1,0,0,3
1882,1,1.6,0,18,1,33,0.8,147,7,18,607,539,1326,18,8,11,1,0,1,0
1164,1,2.7,0,7,0,2,0.8,189,5,0,1888,688,2471,15,17,3,0,1,1,1
698,0,1.2,0,4,1,57,0.8,193,1,2,1822,917,2900,9,14,11,1,0,1,2
1081,1,0.7,1,15,0,5,0.4,175,5,3,735,1947,3685,7,17,14,0,0,1,3
1942,0,1.2,0,2,0,14,1,181,3,7,147,1963,1323,18,16,8,0,1,0,0
1542,0,0.8,1,10,0,7,0.3,93,1,17,1781,1763,1730,5,16,16,1,0,1,1
1425,1,2.7,0,13,1,16,0.5,174,5,17,953,1195,3165,7,3,15,1,1,1,2
782,0,1.4,1,3,0,16,0.1,84,4,5,782,937,3979,18,12,18,1,1,0,3
985,1,0.7,1,12,1,56,0.2,171,6,11,974,1638,1741,12,9,11,1,0,1,0
851,0,1.7,1,16,0,20,0.2,127,7,8,1598,1028,1539,9,3,3,0,1,0,1
1131,1,1.2,0,11,0,37,0.7,108,5,0,1418,627,1235,8,8,11,0,0,1,2
1428,1,1.6,0,12,1,53,0.4,86,5,14,1669,506,2633,6,13,3,1,1,1,3
1801,0,1,0,1,0,34,0.5,181,6,12,1709,914,1288,15,0,18,1,1,1,0
1454,0,2.6,0,3,1,61,0.6,191,7,2,1504,1202,948,7,2,3,1,1,0,1
858,1,2.7,1,14,0,41,0.3,139,1,16,1511,1613,1512,14,2,16,1,1,1,2
922,0,2,1,15,0,57,0.8,165,4,15,1085,715,3098,5,8,2,0,1,1,3
914,0,1.6,1,8,0,32,0.1,94,7,4,1801,1730,1807,11,4,7,0,0,0,0
1106,1,1.1,1,12,1,44,0.4,176,7,16,408,1060,1383,14,0,8,1,1,0,1
1236,1,3,0,7,0,8,0.8,129,1,14,1415,1283,1213,16,11,6,0,0,0,2
1439,1,2.6,0,9,1,38,0.2,192,6,19,1197,1752,2778,11,9,2,1,0,0,3
1813,1,1.1,0,16,1,36,0.1,149,6,18,1674,852,1377,18,14,19,1,1,1,0
716,0,0.5,0,9,0,23,0.9,103,6,5,1730,1466,1335,8,2,11,1,1,0,1
1774,0,1.5,0,12,0,35,1,102,2,12,1223,937,3077,17,1,7,1,1,1,2
1993,1,2.4,1,2,1,44,0.7,116,2,18,1519,1351,3572,18,3,17,1,0,1,3
994,0,2.3,0,3,1,2,0.8,153,1,8,1102,591,474,18,6,14,1,0,0,0
1105,1,1.1,0,7,0,30,0.7,91,6,14,1018,647,822,5,16,13,1,0,0,1
888,1,2.5,1,2,0,51,0.4,144,2,5,1811,543,3125,7,6,10,0,1,0,2
1405,0,2.7,1,3,0,23,0.8,198,1,9,682,588,3284,11,5,14,1,1,1,3
1106,1,0.8,1,17,1,9,0.7,99,2,9,924,586,692,14,10,19,1,0,1,0
806,0,2.8,0,13,0,56,0.1,94,3,0,964,610,2458,14,10,3,1,1,0,1
602,0,2.7,0,12,0,48,0.9,160,3,8,1537,1047,2940,10,9,7,0,0,1,2
1816,1,2.5,1,4,0,52,0.2,138,5,4,950,1361,2849,10,6,7,0,1,0,3
1801,0,2.2,1,3,1,22,0.4,137,4,7,641,1061,1958,7,1,7,1,1,0,0
594,1,1.1,1,3,1,12,0.6,140,7,0,1823,1515,1625,18,7,16,1,1,0,1
560,0,1.5,1,9,1,13,0.9,93,4,2,1718,1736,3233,5,16,15,1,0,1,2
1449,1,1.3,1,17,0,11,0.3,149,2,4,565,1078,2955,16,2,11,0,1,0,3
1293,1,2.6,0,9,0,5,0.3,87,6,15,688,1966,746,11,16,7,0,1,1,0
1767,1,1.6,1,8,0,25,0.7,170,7,8,772,1532,2791,10,15,7,1,1,1,1
1150,0,1.9,0,10,0,13,0.5,91,6,13,17,1567,2298,5,8,8,1,1,0,2
721,1,2.2,0,13,1,51,0.8,162,7,3,776,1028,3626,17,17,3,1,1,1,3
1812,0,2.5,0,9,1,5,0.1,198,3,15,1457,585,1251,17,13,5,1,1,0,0
1059,0,1.1,0,0,1,5,0.6,117,2,3,972,1623,729,9,3,7,1,0,1,1
1193,1,1.6,0,6,0,56,0.5,197,5,1,1483,1106,3560,18,13,9,1,1,0,2
1716,1,2.5,0,5,1,13,0.8,123,3,5,890,1984,2694,7,6,3,1,1,1,3
1295,1,0.6,0,3,1,44,0.1,92,2,9,240,1636,1641,18,15,9,1,0,1,0
1249,1,1.4,0,1,1,58,0.6,140,5,1,935,1300,1526,9,3,9,1,0,0,1
1989,1,1.8,1,8,0,18,0.9,144,3,4,1672,1113,2680,5,14,6,0,0,1,2
1555,1,1.7,1,12,1,31,0.8,178,7,18,159,1550,2909,14,6,15,1,1,0,3
662,1,2.6,0,0,0,6,1,139,1,18,427,1455,1243,5,13,5,0,0,0,0
1351,0,2.6,1,9,0,22,0.8,130,5,3,930,1643,428,5,14,9,0,0,1,1
645,0,2.7,1,15,0,57,0.3,108,1,14,712,1979,3909,13,15,4,1,1,1,2
1604,0,1.1,1,14,0,41,0.6,168,2,17,1839,1731,3740,9,16,12,1,0,1,3
1152,1,0.9,1,11,1,37,0.2,99,5,11,965,1360,1720,5,8,8,1,0,1,0
992,1,2.8,1,13,0,43,0.4,105,6,3,931,1925,2342,13,15,9,1,0,1,1
889,0,2.5,0,6,0,42,0.5,163,1,11,1039,1188,3486,16,14,7,1,0,1,2
1112,0,2.2,0,13,0,2,0.4,158,2,15,827,838,2287,14,6,6,1,1,0,3
659,1,2.3,1,2,1,34,0.3,83,1,15,1154,1130,1564,11,16,17,1,0,1,0
1508,1,2.3,0,7,0,35,1,104,4,16,1688,1884,2322,18,1,6,0,1,0,1
1577,0,2.9,0,8,1,6,0.9,81,2,3,139,1894,1456,13,12,16,1,0,1,2
985,0,1.8,1,5,0,19,0.6,184,5,12,113,1702,2289,5,10,8,0,0,0,3
1322,0,1.9,0,12,0,20,0.6,168,7,12,1149,1364,1302,8,8,5,0,1,0,0
1268,0,2.1,0,3,1,23,0.5,112,1,16,1052,1918,828,14,1,4,1,0,1,1
1497,0,2.1,1,4,0,18,0.5,188,1,13,1180,857,3292,6,1,3,0,1,0,2
505,1,2.8,0,8,1,21,0.3,188,6,17,76,1454,3708,14,1,2,1,0,0,3
764,1,2.9,1,14,0,34,0.8,111,6,7,1039,913,659,9,8,9,0,0,1,0
1896,0,1.3,1,16,0,40,0.6,184,7,5,965,1045,448,13,12,13,1,1,1,1
964,0,1,1,5,1,28,0.7,119,2,7,796,816,2669,5,15,7,1,0,0,2
1205,1,2,0,14,1,29,0.9,135,2,6,1801,1954,2626,10,14,16,1,1,1,3
911,1,2.6,0,7,0,8,0.5,108,5,17,295,1328,942,6,8,15,0,1,0,0
1823,1,2.2,1,3,0,59,0.4,132,4,14,879,1909,1449,14,11,8,1,1,1,1
739,1,1.6,0,16,0,22,0.1,192,2,3,1105,855,1368,5,8,16,1,0,1,2
1848,0,2.3,0,15,0,32,0.3,148,4,7,1653,1508,3739,10,5,3,0,0,0,3
1925,0,2.8,0,10,0,48,0.6,152,1,4,1413,866,1102,5,10,18,1,1,1,0
1651,0,2.7,0,17,1,21,0.7,179,5,10,326,1455,1332,11,16,11,1,1,1,1
620,0,3,0,12,0,54,0.5,129,2,9,1418,1254,1791,17,13,18,0,0,1,2
1013,0,0.5,1,13,0,35,0.2,163,2,17,1543,1926,3775,14,16,17,1,1,1,3
1920,1,1.6,1,17,1,58,0.5,156,7,16,1628,855,933,11,8,19,1,0,1,0
992,1,1.1,0,12,0,57,0.5,153,1,11,769,1344,1703,10,9,12,0,0,0,1
1091,1,2.1,1,0,0,34,1,172,2,18,809,893,2197,12,14,2,1,0,0,2
1533,1,2.1,0,16,0,5,0.3,194,5,9,1847,1387,3490,17,10,15,1,0,1,3
1879,0,3,1,18,0,49,0.3,198,2,6,1541,1940,1422,18,6,3,0,1,1,0
965,0,1.1,1,7,0,60,0.4,80,1,9,354,1992,476,12,6,17,1,1,1,1
861,1,2.6,1,3,1,40,0.7,90,6,11,1285,1364,3300,7,15,6,1,0,0,2
1972,0,2.1,1,5,1,30,0.2,197,3,9,1623,1084,3744,13,5,18,1,1,0,3
1592,1,0.9,1,5,0,52,0.1,152,7,2,1419,955,1221,15,0,18,1,0,0,0
935,0,2.8,0,14,1,57,0.7,81,3,12,267,1199,2666,12,3,8,1,0,1,1
551,1,0.9,1,17,1,9,0.4,111,5,9,843,1124,1409,6,16,10,1,1,1,2
524,0,1.9,0,0,1,30,0.4,145,6,12,75,868,3180,10,10,19,1,1,0,3
1884,0,1.9,1,7,1,2,0.8,168,6,4,486,1058,266,6,11,2,1,1,0,0
889,0,2.1,0,13,1,15,0.7,179,3,2,61,681,1357,17,5,12,1,1,0,1
1278,1,1.5,1,12,1,51,0.5,165,4,16,1427,1420,3154,17,12,8,1,0,0,2
674,1,0.5,0,16,1,47,0.8,142,7,12,1920,1727,2965,18,10,13,1,0,1,3
1379,0,2.8,0,7,0,18,0.8,116,1,1,486,1900,440,16,0,14,1,0,0,0
1953,0,2.7,0,15,1,43,0.6,193,4,15,844,1670,409,17,13,14,1,0,0,1
1611,1,0.8,1,3,0,49,0.9,108,5,15,806,943,3265,7,14,19,0,1,1,2
927,0,2.6,1,16,1,46,0.6,188,7,17,1565,1362,3927,17,14,8,1,1,0,3
1302,1,2.4,1,17,0,39,0.5,194,5,0,511,1746,299,10,11,2,0,0,1,0
1027,1,0.9,1,14,1,12,0.2,181,3,5,573,1335,395,6,15,12,1,0,0,1
1129,0,1.4,0,2,0,12,0.2,124,2,3,80,1349,2385,5,16,19,1,0,1,2
1348,1,0.7,0,12,0,52,0.2,144,3,15,753,901,2711,7,10,3,1,1,0,3
1964,1,2.4,0,4,1,3,0.7,146,4,8,943,1112,499,16,8,18,1,1,1,0
938,0,2.6,0,3,0,14,0.9,142,4,5,1871,1675,2166,7,0,10,1,0,1,1
1311,0,1.8,0,7,0,43,0.6,154,7,10,240,1845,2097,16,1,3,1,1,1,2
609,1,2.6,0,15,1,11,0.6,147,3,9,1327,1025,3798,15,7,19,1,0,1,3
1028,0,1.3,1,9,0,28,0.1,86,6,1,991,613,503,10,9,15,0,1,1,0
1195,0,3,0,9,1,49,0.3,188,3,14,539,1875,1218,18,10,6,1,0,0,1
661,0,1.1,1,11,0,11,0.3,130,7,7,92,605,2921,12,2,19,0,0,1,2
1147,1,1.2,1,4,0,2,0.5,172,5,3,1292,1834,2680,18,12,5,1,0,0,3
1371,0,2.6,0,6,1,7,0.5,108,5,15,1736,801,310,10,1,10,1,1,0,0
852,1,2.3,0,1,0,20,0.6,185,6,8,117,1218,846,6,13,4,1,1,1,1
1497,1,2.5,1,3,0,4,0.9,116,1,13,1868,807,2881,11,14,17,0,1,1,2
1347,1,1.3,1,13,1,37,0.1,160,6,13,567,1010,3755,10,17,3,1,1,1,3
1871,0,2.1,0,6,0,11,0.9,111,3,17,383,764,678,15,12,17,0,1,1,0
1486,0,2.4,0,16,1,29,0.1,148,6,17,748,739,1253,6,16,3,1,0,0,1
1896,1,2.8,0,14,1,44,0.7,94,5,12,1879,527,1281,8,13,17,1,0,0,2
1216,1,1.3,0,2,1,5,0.6,82,1,4,1538,1627,3953,7,16,2,1,0,1,3
